%Beach characteristics derived from lidar surveys, compiled by USGS PCMSC on 20210120_1525
%iso_lon    %iso_lat    %sl_lon    %sl_lat    %dom_runup    %slope    %95_up  %95_low    %dhigh    %dlow    %esi    %runup_usefrac    %month    %year
   235.879     41.3210    235.91334     41.31666     0      0.05516      0.07216      0.03815        22.76         5.88 3A 1.00     4  2016
   235.878     41.3162    235.91220     41.31135     0      0.05425      0.09677      0.01173        12.26         2.91 3A 1.00     4  2016
   235.877     41.3112    235.91171     41.30775     0      0.05685      0.11528      0.00000        18.92         3.81 3A 1.00     4  2016
   235.875     41.3065    235.91002     41.30170     0      0.08984      0.12038      0.05930        29.36         4.16 3A 1.00     4  2016
   235.873     41.3021    235.90863     41.29738     0      0.05603      0.08220      0.02987        25.32         3.68 3A 1.00     4  2016
   235.870     41.2978    235.90824     41.29291     0      0.06123      0.17982      0.00000         1.63         0.79 3A 1.00     4  2016
   235.868     41.2933    235.90701     41.28770     0      0.09904      0.18366      0.01443         4.50         1.46 3A 1.00     4  2016
   235.868     41.2883    235.90560     41.28243     0      0.10116      0.17735      0.02498         3.45         1.47 3A 1.00     4  2016
   235.868     41.2833    235.90417     41.27713     0      0.10808      0.17847      0.03769         5.62         1.44 3A 1.00     4  2016
   235.868     41.2783    235.90266     41.27278     0      0.09396      0.21568      0.00000         4.20         1.44 3A 1.00     4  2016
   235.868     41.2732    235.90141     41.26769     0      0.09798      0.17195      0.02401         5.58         1.42 3A 1.00     4  2016
   235.867     41.2683    235.90039     41.26303     0      0.05449      0.08474      0.02424        18.65         6.63  4 1.00     4  2016
   235.866     41.2634    235.89949     41.25883     0      0.11653      0.18132      0.05175         4.10         1.44 3A 1.00     4  2016
   235.865     41.2585    235.89789     41.25362     0      0.09135      0.13606      0.04663         5.73         0.72 3A 1.00     4  2016
   235.864     41.2536    235.89600     41.24839     0      0.08852      0.13948      0.03757         3.64         1.40 3A 1.00     4  2016
   235.862     41.2488    235.89484     41.24399     0      0.10175      0.14702      0.05648        19.65         6.81 3A 1.00     4  2016
