%USGS SPCMSC mean beach slope derived from lidar surveys from 2000-2013, dunes from 2010 and 2013 in LMSL, Version 1.1 Compiled 3/29/17 
%iso_lon %iso_lat %sl_lon %sl_lat %slope %95_up %95_low  dhigh   dlow month year
289.394 42.6111 289.365 42.6137 0.0801 0.1997 0.0010 6.0164 3.1548 11 2013
289.401 42.6156 289.366 42.6182 0.0433 0.0653 0.0213 5.1069 3.0661 11 2013
289.407 42.6202 289.374 42.6236 0.0485 0.0724 0.0246 5.0033 3.0276 11 2013
289.412 42.6246 289.379 42.6267 0.0926 0.1387 0.0465 4.6769 1.7995 11 2013
289.416 42.6291 289.387 42.6329 0.1080 0.1700 0.0459 4.6476 2.1561 11 2013
289.419 42.6334 289.398 42.6357 0.1284 0.1940 0.0628 4.2502 2.7610 11 2013
289.417 42.6581 289.399 42.6592 0.1789 0.1940 0.1638 8.5747 2.6387 11 2013
289.320 42.6994 289.227 42.7087 0.0676 0.1129 0.0222 5.7005 3.3041 11 2013
289.312 42.7020 289.226 42.7128 0.0848 0.1358 0.0338 6.5368 3.4922 11 2013
289.297 42.7087 289.223 42.7169 0.0952 0.1481 0.0424 7.4317 3.6064 11 2013
289.289 42.7128 289.221 42.7209 0.0915 0.1408 0.0422 7.8373 3.7368 11 2013
289.282 42.7176 289.219 42.7245 0.0770 0.1228 0.0312 7.9822 3.8630 11 2013
289.275 42.7228 289.217 42.7281 0.0721 0.1236 0.0206 7.7573 3.8422 11 2013
289.269 42.7285 289.213 42.7356 0.0835 0.1372 0.0297 7.6693 3.8988 11 2013
289.263 42.7346 289.211 42.7394 0.0768 0.1276 0.0260 7.6088 3.8941 11 2013
289.257 42.7410 289.207 42.7477 0.0788 0.1285 0.0291 7.9830 4.0719 11 2013
289.251 42.7478 289.205 42.7517 0.0711 0.1192 0.0231 8.0517 4.0886 11 2013
289.246 42.7548 289.202 42.7596 0.0561 0.0930 0.0192 7.8352 3.9873 11 2013
289.241 42.7620 289.199 42.7674 0.0659 0.1177 0.0142 7.6462 4.1428 11 2013
289.237 42.7695 289.197 42.7755 0.0642 0.1092 0.0193 7.3195 4.0456 11 2013
289.233 42.7771 289.195 42.7795 0.0573 0.0926 0.0220 7.4923 4.0778 11 2013
289.229 42.7850 289.193 42.7879 0.0644 0.0924 0.0364 7.7147 4.1506 11 2013
289.225 42.7929 289.192 42.7966 0.0867 0.1587 0.0146 6.6445 3.6559 11 2013
289.222 42.8010 289.192 42.8051 0.0844 0.1287 0.0402 7.1182 4.3100 11 2013
289.220 42.8092 289.190 42.8133 0.0996 0.1290 0.0702 6.6803 4.3983 11 2013
289.217 42.8175 289.187 42.8217 0.0845 0.1358 0.0331 6.8567 3.9323 11 2013
289.216 42.8258 289.185 42.8296 0.0878 0.1233 0.0524 6.7221 3.8963 11 2013
289.215 42.8342 289.184 42.8384 0.0731 0.1093 0.0369 5.6581 3.5106 11 2013
289.214 42.8424 289.183 42.8472 0.0784 0.1122 0.0446 5.6260 3.3981 11 2013
289.214 42.8507 289.183 42.8562 0.0942 0.1259 0.0625 5.7512 3.7513 11 2013
289.214 42.8589 289.183 42.8606 0.0970 0.1427 0.0512 5.9552 3.7036 11 2013
289.217 42.8752 289.184 42.8799 0.0643 0.0824 0.0463 6.8505 5.5932 11 2013
289.219 42.8833 289.186 42.8881 0.0560 0.0742 0.0378 5.5187 4.5909 11 2013
289.221 42.8913 289.189 42.8963 0.0484 0.0743 0.0225 5.2001 3.6036 11 2013
289.224 42.8992 289.189 42.9043 0.0303 0.0697 0.0010 4.2950 3.3179 11 2013
289.227 42.9070 289.191 42.9126 0.0285 0.0543 0.0027 4.2347 3.3167 11 2013
289.230 42.9146 289.198 42.9191 0.0817 0.2479 0.0010 3.8349 2.8643 11 2013
289.234 42.9220 289.201 42.9269 0.1584 0.2711 0.0457 3.6598 2.3805 11 2013
289.238 42.9292 289.204 42.9357 0.1704 0.2823 0.0584 3.9301 2.4780 11 2013
289.242 42.9361 289.209 42.9431 0.1376 0.2927 0.0010 4.1879 2.8059 11 2013
289.246 42.9426 289.214 42.9500 0.1119 0.2055 0.0182 5.1473 3.1854 11 2013
289.251 42.9487 289.217 42.9534 0.1141 0.2699 0.0010 4.4251 2.8774 11 2013
289.256 42.9544 289.225 42.9590 0.2004 0.3221 0.0787 6.7255 2.9381 11 2013
289.261 42.9598 289.228 42.9659 0.2183 0.3255 0.1111 5.1811 2.8007 11 2013
289.266 42.9648 289.234 42.9727 0.2133 0.3303 0.0963 4.4394 2.7462 11 2013
289.272 42.9696 289.235 42.9761 0.1510 0.3132 0.0010 4.1547 2.7352 11 2013
289.277 42.9743 289.235 42.9804 0.0929 0.1530 0.0327 4.3899 2.9709 11 2013
289.282 42.9789 289.240 42.9886 0.0669 0.0909 0.0428 4.0229 3.0538 11 2013
289.286 42.9836 289.244 42.9918 0.0732 0.1259 0.0204 3.9132 3.0081 11 2013
289.291 42.9884 289.251 42.9965 0.1500 0.2318 0.0683 4.3310 2.6812 11 2013
289.295 42.9935 289.254 43.0001 0.1679 0.2681 0.0676 4.4534 2.3609 11 2013
289.299 42.9988 289.256 43.0087 0.1604 0.2271 0.0937 4.6429 2.6634 11 2013
289.303 43.0044 289.265 43.0136 0.1296 0.2146 0.0446 4.0033 2.4994 11 2013
289.307 43.0101 289.267 43.0211 0.1064 0.1714 0.0415 5.3376 3.2635 11 2013
289.310 43.0160 289.269 43.0253 0.0871 0.1294 0.0447 5.4717 3.3448 11 2013
289.315 43.0219 289.273 43.0281 0.0956 0.2017 0.0010 4.9753 2.9464 11 2013
289.319 43.0277 289.278 43.0306 0.1401 0.2567 0.0235 4.5005 2.4785 11 2013
289.324 43.0334 289.282 43.0334 0.1474 0.2664 0.0283 4.0993 2.4403 11 2013
289.329 43.0387 289.284 43.0373 0.1496 0.2987 0.0004 3.9750 2.3628 11 2013
289.335 43.0438 289.285 43.0415 0.1449 0.2788 0.0110 3.7978 2.1624 11 2013
289.361 43.0607 289.322 43.0700 0.1407 0.1662 0.1153 4.0067 2.0573  5 2010
289.368 43.0644 289.332 43.0747 0.1479 0.1821 0.1137 4.5830 2.1947  5 2010
289.375 43.0680 289.334 43.0783 0.1408 0.1792 0.1024 4.8703 2.2782  5 2010
