%Beach characteristics derived from lidar surveys, compiled by USGS PCMSC on 20210120_1519
%iso_lon    %iso_lat    %sl_lon    %sl_lat    %dom_runup    %slope    %95_up  %95_low    %dhigh    %dlow    %esi    %runup_usefrac    %month    %year
   242.689     33.0503    242.69948     33.05320     0      0.11046      0.19388      0.02703        19.79         1.75 3A 0.99     4  2016
   242.691     33.0457    242.70110     33.04888     0      0.11327      0.19716      0.02938        14.33         2.90 6B 1.00     4  2016
   242.692     33.0412    242.70234     33.04459     0      0.11518      0.13302      0.09734        22.45         3.39 6A 1.00     4  2016
   242.694     33.0369    242.70357     33.03918     0      0.11029      0.14691      0.07367        12.30         1.62 6A 1.00     4  2016
   242.697     33.0327    242.70574     33.03525     0      0.10707      0.22862      0.00000        22.62         1.21 6B 0.99     4  2016
   242.699     33.0285    242.70885     33.03299     0      0.09367      0.13431      0.05303        24.06         2.03 6B 1.00     4  2016
   242.702     33.0243    242.71109     33.02883     0      0.09879      0.16437      0.03321        15.39         2.14 6B 0.99     4  2016
   242.703     33.0198    242.71316     33.02466     0      0.08931      0.10705      0.07157        18.82         2.96 6B 1.00     4  2016
   242.705     33.0153    242.71666     33.01809     0      0.11239      0.15718      0.06760         3.90         2.51 2A 1.00     4  2016
   242.706     33.0106    242.71916     33.01415     0      0.03538      0.13008      0.00000        16.21         4.71 6A 1.00     4  2016
   242.707     33.0059    242.72075     33.00803     0      0.05145      0.08767      0.01524         4.68         2.44 6B 1.00     4  2016
   242.708     33.0012    242.72124     33.00359     0      0.05046      0.06954      0.03139         2.89         2.35 6B 1.00     4  2016
   242.709     32.9964    242.72289     32.99841     0      0.11052      0.25181      0.00000        20.00         1.15 1B 0.97     4  2016
   242.710     32.9917    242.72458     32.99419     0      0.11211      0.16191      0.06231        22.83         2.00 1B 1.00     4  2016
   242.711     32.9869    242.72539     32.99071     0      0.06126      0.08115      0.04137        20.32         1.42 3A 0.96     4  2016
   242.712     32.9822    242.72617     32.98618     0      0.06313      0.07916      0.04711        20.66         2.41 3A 1.00     4  2016
   242.713     32.9774    242.72729     32.98088     0      0.09364      0.20065      0.00000        19.52         1.66 1B 0.96     4  2016
   242.715     32.9680    242.73068     32.96959     0      0.06626      0.12260      0.00993         0.57         0.57 1B 0.77     4  2016
   242.716     32.9632    242.73135     32.96510     0      0.11624      0.23618      0.00000         1.98         0.58 1B 1.00     4  2016
   242.717     32.9586    242.73154     32.95968     0      0.06451      0.10704      0.02198         9.27         2.38 2A 1.00     4  2016
   242.719     32.9539    242.73249     32.95527     0      0.07777      0.10243      0.05311        17.16         1.78 1B 1.00     4  2016
