%Beach characteristics derived from lidar surveys, compiled by USGS PCMSC on 20210120_1522
%iso_lon    %iso_lat    %sl_lon    %sl_lat    %dom_runup    %slope    %95_up  %95_low    %dhigh    %dlow    %esi    %runup_usefrac    %month    %year
   237.150     38.0024    237.15685     38.00943     0      0.11641      0.27275      0.00000        30.07         2.19  4 1.00     4  2016
   237.155     37.9999    237.16044     38.00734     0      0.12038      0.12425      0.11652         9.67        -0.00  4 0.63     4  2016
   237.159     37.9975    237.16510     38.00475     0      0.11553      0.21891      0.01216        24.76         1.68  4 1.00     4  2016
   237.163     37.9949    237.16935     38.00189     0      0.11545      0.18858      0.04232        26.85         2.63  4 1.00     4  2016
   237.167     37.9917    237.17675     37.99806     2      3.63153          NaN          NaN        16.15        -0.00  4 0.61     4  2016
   237.171     37.9885    237.18033     37.99463     0      0.06982      0.12369      0.01595        21.64         3.47  4 1.00     4  2016
   237.174     37.9854    237.18336     37.99093     0      0.13918      0.19296      0.08541        18.65         1.75  4 1.00     4  2016
   237.178     37.9819    237.18592     37.98786     0      0.13015      0.18653      0.07377        27.83         4.07 2A 1.00     4  2016
   237.182     37.9788    237.18984     37.98570     0      0.11538      0.18670      0.04406        13.11         0.58 2A 0.74     4  2016
   237.186     37.9757    237.19427     37.98326     0      0.07677      0.14059      0.01296        23.86         1.71 2A 0.99     4  2016
   237.190     37.9726    237.19859     37.98049     0      0.14710      0.21704      0.07717        23.86         2.45  4 1.00     4  2016
   237.193     37.9693    237.20370     37.97565     0      0.13690      0.19590      0.07789        14.88         1.96  4 1.00     4  2016
   237.196     37.9655    237.20768     37.97022     0      0.08814      0.12119      0.05509        16.41         3.93  4 1.00     4  2016
   237.199     37.9614    237.21035     37.96532     0      0.11368      0.13823      0.08912        29.16         4.31  4 1.00     4  2016
   237.202     37.9572    237.21334     37.96038     0      0.12652      0.20918      0.04385        12.32         2.97  4 1.00     4  2016
   237.204     37.9529    237.21540     37.95621     0      0.09411      0.16775      0.02047        21.05         3.79  4 1.00     4  2016
   237.207     37.9488    237.21700     37.95020     0      0.11112      0.15352      0.06873        29.79         2.34 2A 1.00     4  2016
   237.210     37.9449    237.21861     37.94792     0      0.12536      0.25580      0.00000        20.03         3.26 2A 1.00     4  2016
   237.213     37.9409    237.22333     37.94690     0      0.09453      0.12332      0.06573        29.90         3.22  5 1.00     4  2016
   237.216     37.9371    237.22378     37.94373     0      0.11708      0.17195      0.06221        15.19         2.43 2A 1.00     4  2016
   237.219     37.9336    237.22653     37.94426     0      0.12649      0.18335      0.06962        13.31         1.55 2A 1.00     4  2016
   237.223     37.9305    237.23047     37.94289     0      0.13141      0.16402      0.09880        22.87         4.75 2A 1.00     4  2016
   237.227     37.9279    237.23387     37.93819     0      0.13007      0.23605      0.02409        32.26         2.54 2A 1.00     4  2016
   237.232     37.9255    237.23762     37.93671     0      0.14417      0.17015      0.11818        15.05         2.20 2A 1.00     4  2016
   237.236     37.9226    237.24505     37.93541     0      0.14637      0.18726      0.10548        17.81         3.01 2A 1.00     4  2016
   237.239     37.9194    237.25013     37.93182     0      0.14609      0.19706      0.09511        29.79         5.33 2A 0.88     4  2016
   237.243     37.9156    237.25709     37.92921     0      0.14731      0.21881      0.07581        29.72         3.03 2A 1.00     4  2016
   237.245     37.9115    237.26485     37.92307     0      0.13235      0.20114      0.06355        14.43         4.39 2A 1.00     4  2016
   237.248     37.9075    237.26886     37.91664     0      0.08562      0.11715      0.05409        28.63         1.92 2A 0.97     4  2016
   237.251     37.9033    237.27016     37.91226     0      0.10412      0.22095      0.00000         6.16         3.15 2A 1.00     4  2016
   237.253     37.8989    237.27160     37.90989     0      0.10710      0.18774      0.02645        23.86         4.07 2A 1.00     4  2016
   237.254     37.8941    237.27223     37.90726     0      0.10748      0.13477      0.08019        18.53         4.00 3A 1.00     4  2016
   237.256     37.8895    237.27295     37.90458     0      0.13138      0.23035      0.03241        22.94         2.43 2A 1.00     4  2016
   237.259     37.8856    237.27526     37.90268     0      0.11287      0.24818      0.00000        24.46         2.03 2A 0.99     4  2016
   237.262     37.8822    237.27844     37.90188     0      0.10686      0.18504      0.02867         9.80         2.62 2A 0.95     4  2016
   237.267     37.8796    237.28176     37.90191     0      0.11632      0.18432      0.04832        10.56         1.33 2A 0.96     4  2016
   237.271     37.8775    237.28492     37.90093     0      0.10024      0.12373      0.07674        26.39         2.62  4 1.00     4  2016
   237.276     37.8753    237.28766     37.89955     0      0.14941      0.21185      0.08698        26.48         5.04 2A 0.88     4  2016
   237.280     37.8731    237.28874     37.89797     0      0.13916      0.19878      0.07953        23.30         2.82 2A 1.00     4  2016
   237.284     37.8704    237.29008     37.89658     0      0.10229      0.25490      0.00000        29.07         4.38 2A 1.00     4  2016
   237.288     37.8676    237.29310     37.89550     0      0.12287      0.21585      0.02988        23.19         1.64 2A 1.00     4  2016
   237.292     37.8652    237.29498     37.89462     0      0.11514      0.26602      0.00000        14.03         2.37 2A 1.00     4  2016
   237.297     37.8639    237.30342     37.89949     0      0.08948      0.11841      0.06056        15.64         1.83 2A 0.98     4  2016
   237.302     37.8630    237.31194     37.90377     0      0.08143      0.20706      0.00000        16.33         1.72 1B 0.96     4  2016
   237.307     37.8624    237.31991     37.90632     0      0.05235      0.09894      0.00575         2.03         0.57 3A 1.00     4  2016
   237.312     37.8629    237.32739     37.90652     0      0.07564      0.09758      0.05370         4.83         2.28 6B 0.99     4  2016
   237.317     37.8637    237.33528     37.90569     0      0.05538      0.06787      0.04289         2.83         2.06 6B 0.99     4  2016
   237.322     37.8640    237.34284     37.90408     0      0.05414      0.12219      0.00000         5.59         2.13 6B 1.00     4  2016
   237.327     37.8640    237.34987     37.90118     0      0.07259      0.15908      0.00000         5.91         2.53 3A 1.00     4  2016
   237.332     37.8637    237.35738     37.89715     0      0.04126      0.06651      0.01601         2.46         2.18 3A 1.00     4  2016
   237.337     37.8633    237.36313     37.89300     0      0.03162      0.05230      0.01094         5.78         1.73 3A 1.00     4  2016
   237.341     37.8633    237.36756     37.88831     0      0.14028      0.21257      0.06798        21.77         3.54  5 1.00     4  2016
   237.346     37.8640    237.37149     37.88360     0      0.10682      0.20565      0.00798        10.43         0.65 2A 0.75     4  2016
   237.351     37.8641    237.37105     37.88178     0      0.10519      0.24441      0.00000        19.62         2.20 2A 0.94     4  2016
   237.356     37.8633    237.37384     37.88078     0      0.10647      0.22783      0.00000        10.37         0.48 6A 0.73     4  2016
   237.361     37.8615    237.37666     37.88075     0      0.12611      0.18253      0.06968        29.47         0.58 2A 1.00     4  2016
   237.365     37.8594    237.37897     37.87906     0      0.12910      0.26709      0.00000        26.87         1.60 2A 1.00     4  2016
   237.370     37.8570    237.38097     37.87722     1      0.91876      1.07619      0.76133        21.22         0.00 1A 0.73     4  2016
   237.374     37.8548    237.38604     37.87839     0      0.13631      0.20641      0.06621        15.48         1.86  5 0.96     4  2016
   237.378     37.8517    237.39539     37.87560     0      0.11901      0.12531      0.11270        22.05         4.29 1A 1.00     4  2016
   237.380     37.8476    237.40205     37.87225     0      0.12392      0.19075      0.05709        12.08         2.95 2A 1.00     4  2016
   237.381     37.8428    237.40568     37.86788     0      0.13101      0.25448      0.00753        16.64         3.65 2A 1.00     4  2016
   237.381     37.8379    237.40725     37.86675     0      0.13163      0.22214      0.04113        29.56         0.66 2A 0.89     4  2016
   237.381     37.8330    237.41234     37.86128     0      0.11947      0.15586      0.08308        29.12         4.93 1A 1.00     4  2016
   237.380     37.8281    237.41437     37.86060     0      0.10337      0.17859      0.02814        20.27         3.52 1A 1.00     4  2016
   237.378     37.8236    237.41544     37.86037     0      0.10855      0.12994      0.08716         7.42         4.25 1A 1.00     4  2016
   237.375     37.8197    237.41708     37.85855     2      8.89562          NaN          NaN        23.54        -0.00 1A 0.62     4  2016
   237.358     37.7956    237.43728     37.85228     0      0.13031      0.19507      0.06555        20.93         3.16 2A 1.00     4  2016
   237.356     37.7911    237.44455     37.84186     0      0.10263      0.13169      0.07357        29.22         2.75 1A 1.00     4  2016
   237.355     37.7864    237.45599     37.83303     2      2.26559          NaN          NaN        15.37         0.00 1A 0.67     4  2016
   237.353     37.7817    237.46564     37.82646     0      0.11218      0.21073      0.01362        23.42         2.08  4 1.00     4  2016
   237.356     37.7579    237.49241     37.78654     0      0.14937      0.23027      0.06847        11.55         2.19  5 1.00     4  2016
   237.359     37.7539    237.48715     37.78287     0      0.11483      0.16317      0.06649        24.18         6.62 1A 1.00     4  2016
   237.362     37.7500    237.48676     37.77728     0      0.06112      0.18002      0.00000        13.80         2.57 1B 1.00     4  2016
   237.365     37.7462    237.48678     37.77122     0      0.02268      0.03069      0.01466         6.25         4.58 1B 1.00     4  2016
   237.368     37.7427    237.48788     37.76502     0      0.06456      0.22515      0.00000         6.12         4.67 1B 1.00     4  2016
   237.372     37.7393    237.48857     37.75868     0      0.06309      0.15593      0.00000        12.77         1.84 3A 1.00     4  2016
   237.376     37.7357    237.49017     37.75247     0      0.06632      0.11271      0.01994         6.32         1.51 3A 1.00     4  2016
   237.379     37.7324    237.49103     37.74629     0      0.05770      0.07430      0.04110         6.19         4.21 1B 1.00     4  2016
   237.383     37.7294    237.49179     37.73998     0      0.06729      0.08363      0.05094         9.88         2.97  4 1.00     4  2016
   237.387     37.7266    237.49197     37.73728     0      0.04289      0.05331      0.03246        10.44         2.57  4 1.00     4  2016
   237.391     37.7240    237.49247     37.73370     0      0.09947      0.17085      0.02810         6.64         3.11  4 1.00     4  2016
   237.396     37.7214    237.49257     37.73100     0      0.08446      0.11810      0.05083         5.08         3.48 6B 1.00     4  2016
   237.400     37.7189    237.49283     37.72920     0      0.08013      0.12083      0.03943         7.85         2.43  4 1.00     4  2016
   237.404     37.7165    237.49315     37.72741     0      0.06682      0.08208      0.05156        14.34         1.72  4 0.95     4  2016
   237.409     37.7144    237.49360     37.72472     0      0.07574      0.09536      0.05613        26.27         2.98  4 1.00     4  2016
   237.413     37.7126    237.49402     37.72294     0      0.08884      0.15833      0.01934        25.65         2.14  4 1.00     4  2016
   237.418     37.7110    237.49425     37.72116     0      0.09058      0.15663      0.02453         7.56         5.62  4 1.00     4  2016
   237.422     37.7094    237.49474     37.71849     0      0.08606      0.14649      0.02563        29.13         2.20  4 1.00     4  2016
   237.427     37.7079    237.49534     37.71581     0      0.07102      0.08826      0.05378        14.24         2.85  4 1.00     4  2016
   237.432     37.7066    237.49603     37.71314     0      0.08489      0.11167      0.05810        19.77         3.50  4 1.00     4  2016
   237.437     37.7052    237.49680     37.71054     0      0.06300      0.07681      0.04920        15.32         2.91  4 1.00     4  2016
   237.441     37.7035    237.49790     37.70686     0      0.06604      0.08444      0.04765        19.27         2.77  4 1.00     4  2016
   237.446     37.7019    237.49879     37.70422     0      0.07102      0.11919      0.02284        24.13         2.48  4 1.00     4  2016
   237.451     37.7005    237.49911     37.70245     0      0.06007      0.08681      0.03332        29.57         3.18  4 1.00     4  2016
   237.455     37.6986    237.49995     37.69988     0      0.05466      0.07429      0.03503        19.91         2.63  4 1.00     4  2016
   237.459     37.6959    237.50068     37.69720     0      0.06994      0.09838      0.04150        14.74         2.73  4 1.00     4  2016
   237.463     37.6926    237.50146     37.69452     0      0.07763      0.09505      0.06022        20.53         2.95  4 1.00     4  2016
   237.466     37.6887    237.50173     37.69272     0      0.06637      0.08883      0.04390        17.99         3.39  4 1.00     4  2016
   237.468     37.6842    237.50276     37.68741     0      0.07068      0.09861      0.04275        26.17         4.06  4 1.00     4  2016
   237.469     37.6794    237.50364     37.68119     0      0.08508      0.11156      0.05861        20.59         3.65  4 1.00     4  2016
   237.471     37.6747    237.50401     37.67759     0      0.09118      0.12598      0.05639        29.51         4.62  4 1.00     4  2016
   237.472     37.6700    237.50412     37.67220     0      0.12236      0.12604      0.11867         7.31         2.28 6B 1.00     4  2016
   237.473     37.6652    237.50369     37.66683     0      0.11333      0.11839      0.10826        20.47         0.78 6B 0.66     4  2016
   237.474     37.6603    237.50565     37.66171     0      0.05703      0.10816      0.00590        29.33         4.31  5 1.00     4  2016
   237.474     37.6553    237.50627     37.65720     0      0.10723      0.15372      0.06074        16.11         5.29  5 1.00     4  2016
   237.474     37.6504    237.50623     37.64910     0      0.09325      0.14322      0.04328        20.96         2.89 6B 1.00     4  2016
   237.475     37.6455    237.50555     37.63920     0      0.13009      0.20103      0.05915         9.73         5.10 6B 1.00     4  2016
   237.475     37.6406    237.50517     37.63200     0      0.10236      0.14661      0.05810         6.64         5.57 1B 1.00     4  2016
   237.475     37.6357    237.50452     37.62475     0      0.08771      0.13124      0.04419         3.74         1.46  4 1.00     4  2016
   237.475     37.6307    237.50115     37.61984     2      2.83201          NaN          NaN        14.18         0.00 2A 0.71     4  2016
   237.475     37.6258    237.50212     37.61356     0      0.11708      0.26800      0.00000        12.71         2.83 2A 1.00     4  2016
   237.475     37.6209    237.50135     37.60783     0      0.09473      0.14445      0.04501         7.27         3.68  5 1.00     4  2016
   237.475     37.6159    237.50010     37.60295     0      0.07215      0.11058      0.03371        16.08         7.12 3A 1.00     4  2016
   237.474     37.6110    237.49643     37.59786     0      0.09424      0.19652      0.00000         4.25         3.80 1B 1.00     4  2016
   237.473     37.6062    237.48834     37.59777     0      0.13419      0.26840      0.00000         8.64         2.16 2A 0.98     4  2016
   237.473     37.6013    237.48373     37.59527     0      0.12697      0.19655      0.05739        11.41         5.43 6A 0.95     4  2016
   237.473     37.5963    237.48031     37.59479     0      0.14076      0.18924      0.09229        22.06         3.55 6A 1.00     4  2016
   237.473     37.5914    237.48176     37.59168     0      0.13085      0.23702      0.02467        13.61         3.00 2A 1.00     4  2016
   237.473     37.5865    237.48307     37.58649     0      0.14898      0.21649      0.08147        10.65         4.21  5 1.00     4  2016
   237.474     37.5815    237.48198     37.58121     1      0.61239      0.71015      0.51462        21.71         5.57 6A 0.94     4  2016
   237.474     37.5766    237.47978     37.57509     2      3.82097          NaN          NaN        33.49        -0.00 1A 0.71     4  2016
   237.475     37.5717    237.48145     37.57207     0      0.08821      0.14170      0.03472         9.91         1.78 1A 0.65     4  2016
   237.475     37.5668    237.48219     37.56840     0      0.10887      0.12065      0.09708        10.27         1.32 1A 0.98     4  2016
   237.475     37.5619    237.48551     37.56548     0      0.11681      0.19313      0.04050        16.94         4.24  4 1.00     4  2016
   237.476     37.5569    237.48471     37.55824     1      0.48020      0.68727      0.27313        29.67        -0.00 1A 0.81     4  2016
   237.476     37.5520    237.48576     37.55063     0      0.10508      0.20328      0.00688        15.37         4.52  4 1.00     4  2016
   237.475     37.5471    237.48504     37.54619     0      0.11856      0.17014      0.06697        16.03         2.48 6B 0.97     4  2016
   237.474     37.5423    237.48280     37.54151     0      0.10855      0.16522      0.05188        18.50         1.63 2A 0.99     4  2016
   237.472     37.5378    237.48039     37.53719     0      0.08086      0.20581      0.00000        10.97         1.85 2A 1.00     4  2016
   237.469     37.5337    237.48034     37.53381     1      0.44172      0.52626      0.35718        15.54         0.00 2A 0.90     4  2016
   237.467     37.5295    237.48237     37.53068     0      0.13623      0.20151      0.07095        14.19         1.41 2A 0.99     4  2016
   237.466     37.5248    237.48251     37.52755     0      0.13205      0.18926      0.07485        12.49         3.40 1B 1.00     4  2016
   237.467     37.5201    237.48238     37.52341     0      0.14090      0.22317      0.05864        15.40         2.19 2A 1.00     4  2016
   237.470     37.5159    237.48404     37.52123     0      0.12564      0.22770      0.02359        24.11         2.60 6B 1.00     4  2016
   237.473     37.5120    237.48621     37.51824     0      0.13671      0.17431      0.09911        10.81         3.18 6B 1.00     4  2016
   237.476     37.5081    237.48791     37.51400     0      0.09646      0.28991      0.00000        28.15         1.75 2A 0.99     4  2016
   237.479     37.5044    237.49208     37.50988     0      0.11656      0.17134      0.06177        17.39         1.83 2A 1.00     4  2016
   237.482     37.5008    237.49475     37.50700     0      0.13768      0.19455      0.08081        21.17         4.08 2A 1.00     4  2016
   237.486     37.4971    237.49743     37.50535     0      0.12786      0.17449      0.08122        17.18         1.99 2A 1.00     4  2016
   237.489     37.4935    237.49975     37.50336     0      0.15238      0.22660      0.07816        29.38         4.43 3A 1.00     4  2016
   237.492     37.4899    237.49975     37.49734     0      0.08479      0.21284      0.00000        29.13         2.00 2A 1.00     4  2016
   237.503     37.4797    237.53268     37.49906     0      0.08729      0.14935      0.02522         5.64         0.93 3A 0.88     4  2016
   237.506     37.4760    237.53909     37.49389     0      0.12156      0.12692      0.11619         6.70         1.85 6B 0.99     4  2016
   237.510     37.4727    237.54419     37.48789     0      0.13157      0.20349      0.05965         7.55         1.47 3A 1.00     4  2016
   237.514     37.4694    237.54735     37.48224     0      0.08966      0.25403      0.00000         9.17         4.07 3A 1.00     4  2016
   237.517     37.4659    237.55053     37.47651     0      0.05268      0.24354      0.00000         3.46         1.48 3A 0.69     4  2016
   237.520     37.4621    237.55287     37.46961     0      0.13576      0.21297      0.05856         3.33         1.41 3A 1.00     4  2016
   237.523     37.4577    237.55368     37.46337     0      0.07470      0.12285      0.02655         5.32         3.47 3A 1.00     4  2016
   237.525     37.4533    237.55472     37.45708     0      0.06982      0.09838      0.04126        12.08         4.24 3A 1.00     4  2016
   237.528     37.4491    237.55470     37.45089     0      0.07486      0.08802      0.06171        20.97         5.28 3A 1.00     4  2016
   237.531     37.4452    237.55507     37.44729     0      0.07549      0.11582      0.03517        20.21         4.51 3A 1.00     4  2016
   237.534     37.4413    237.55562     37.44360     0      0.12601      0.17765      0.07437        21.73         6.67 3A 1.00     4  2016
   237.536     37.4370    237.55598     37.43919     0      0.08222      0.16420      0.00023         3.05         1.54 2A 1.00     4  2016
   237.538     37.4325    237.55652     37.43587     0      0.10895      0.21423      0.00366        12.65         1.58 2A 0.84     4  2016
   237.540     37.4280    237.55868     37.43231     0      0.11605      0.20626      0.02585        22.48         3.33 2A 1.00     4  2016
   237.542     37.4233    237.56018     37.42827     0      0.10502      0.26132      0.00000        14.57         2.94 2A 0.99     4  2016
   237.543     37.4186    237.56231     37.42526     0      0.13354      0.20337      0.06372        13.61         0.69 2A 0.70     4  2016
   237.546     37.4143    237.56450     37.42131     0      0.09942      0.14241      0.05644        11.46         6.49 3A 1.00     4  2016
   237.549     37.4106    237.56614     37.41606     0      0.12878      0.25284      0.00473        25.03         2.81 2A 1.00     4  2016
   237.552     37.4068    237.56879     37.41241     0      0.11220      0.24247      0.00000        25.22         2.84 2A 1.00     4  2016
   237.555     37.4026    237.57242     37.40803     0      0.10123      0.15969      0.04278        19.31         4.33 2A 1.00     4  2016
   237.556     37.3980    237.57406     37.40404     0      0.13758      0.20843      0.06673        33.50         3.60 2A 1.00     4  2016
   237.556     37.3932    237.57658     37.39930     0      0.08784      0.12394      0.05175        30.06         7.05 3A 1.00     4  2016
   237.555     37.3883    237.57726     37.39435     0      0.08542      0.09904      0.07180        30.02         7.08 3A 1.00     4  2016
   237.555     37.3834    237.57991     37.38936     2      3.44847          NaN          NaN        26.50        -0.00 1A 0.69     4  2016
   237.555     37.3785    237.58410     37.38447     2      7.42297          NaN          NaN        27.32        -0.00 1A 0.70     4  2016
   237.556     37.3737    237.58832     37.37960     0      0.12696      0.25061      0.00331         7.98         5.83 2A 1.00     4  2016
   237.558     37.3690    237.59175     37.37388     0      0.10290      0.15032      0.05548         6.60         3.09 1B 0.97     4  2016
   237.559     37.3643    237.59181     37.36701     2      3.77771          NaN          NaN        32.99         0.00 1A 0.70     4  2016
   237.560     37.3595    237.59453     37.36260     2      6.40223          NaN          NaN        34.30         0.16 2A 0.65     4  2016
   237.560     37.3545    237.59859     37.35799     0      0.02523      0.03343      0.01703        13.99         3.24 3A 1.00     4  2016
   237.560     37.3496    237.59840     37.35252     0      0.03945      0.06556      0.01335        29.28         5.09 3A 1.00     4  2016
   237.560     37.3446    237.59822     37.34722     0      0.05800      0.12313      0.00000        15.11         2.92 3A 1.00     4  2016
   237.560     37.3397    237.59867     37.34110     0      0.08318      0.12276      0.04361         5.73         2.76 3A 1.00     4  2016
   237.561     37.3350    237.59772     37.33496     0      0.07936      0.12532      0.03340        29.76         6.66 3A 1.00     4  2016
   237.564     37.3308    237.59697     37.32862     0      0.07987      0.14894      0.01080        20.34         5.12 3A 1.00     4  2016
   237.567     37.3268    237.59628     37.32439     2      1.34801          NaN          NaN        26.60        -0.00 3A 0.68     4  2016
   237.569     37.3225    237.59560     37.32021     0      0.04044      0.07141      0.00947        19.42         4.26 3A 1.00     4  2016
   237.571     37.3178    237.59552     37.31667     0      0.07955      0.12076      0.03833        30.62         5.63 3A 1.00     4  2016
   237.571     37.3129    237.59499     37.31131     0      0.09104      0.18069      0.00139        15.30         4.10 3A 1.00     4  2016
   237.571     37.3079    237.59418     37.30603     0      0.09085      0.20254      0.00000        29.08         3.37 3A 1.00     4  2016
   237.571     37.3030    237.59375     37.30061     0      0.10210      0.14739      0.05681        10.58         2.34 3A 1.00     4  2016
   237.570     37.2981    237.59316     37.29626     0      0.06723      0.11684      0.01762        33.81         0.34 3A 1.00     4  2016
   237.570     37.2932    237.59241     37.29101     0      0.07424      0.13741      0.01107        27.68         3.47 3A 1.00     4  2016
   237.569     37.2883    237.59156     37.28573     0      0.10380      0.17342      0.03417        34.40         4.32 3A 1.00     4  2016
   237.568     37.2834    237.59099     37.28040     0      0.09060      0.14580      0.03539        12.62         0.97 3A 0.82     4  2016
   237.568     37.2785    237.59018     37.27621     2      2.77861          NaN          NaN        13.77         0.00 3A 0.70     4  2016
   237.567     37.2736    237.58941     37.27101     0      0.14125      0.21333      0.06916        15.28         2.95 3A 0.90     4  2016
   237.567     37.2687    237.58693     37.26571     0      0.10451      0.26042      0.00000        10.36         5.87 2A 1.00     4  2016
   237.567     37.2637    237.58620     37.26005     0      0.12399      0.21345      0.03452        12.61         4.06  5 1.00     4  2016
   237.567     37.2588    237.58565     37.25627     0      0.10846      0.12945      0.08746        13.66         2.10 2A 0.98     4  2016
   237.568     37.2539    237.58306     37.25224     0      0.10012      0.17088      0.02936        10.77         4.61 2A 1.00     4  2016
   237.568     37.2490    237.58123     37.24838     0      0.06241      0.16209      0.00000         6.28         3.57 2A 1.00     4  2016
   237.568     37.2440    237.58139     37.24305     0      0.11135      0.18699      0.03572         9.86         4.44 2A 1.00     4  2016
   237.569     37.2392    237.58169     37.23983     0      0.06725      0.17571      0.00000         7.60         2.71 2A 1.00     4  2016
   237.571     37.2345    237.58362     37.23535     0      0.05957      0.16775      0.00000         6.98         4.98 2A 1.00     4  2016
   237.573     37.2299    237.58507     37.23255     0      0.08947      0.26910      0.00000        10.00         4.24 2A 1.00     4  2016
   237.574     37.2253    237.58782     37.22911     0      0.08403      0.21001      0.00000         7.32         1.99 2A 0.97     4  2016
   237.576     37.2207    237.58958     37.22383     0      0.04584      0.10585      0.00000        11.86         1.79 2A 0.97     4  2016
   237.578     37.2161    237.59255     37.21902     0      0.12020      0.25859      0.00000        12.56         2.25 1B 1.00     4  2016
   237.579     37.2113    237.59217     37.21372     2      1.36029          NaN          NaN        15.59        -0.00 2A 0.71     4  2016
   237.580     37.2065    237.59294     37.20878     1      0.09135      0.48925      0.00000        11.47         0.00 2A 0.99     4  2016
   237.582     37.2018    237.59504     37.20526     0      0.09976      0.27149      0.00000         6.84         3.17 3A 1.00     4  2016
   237.584     37.1973    237.59458     37.20040     0      0.07786      0.23488      0.00000         3.44         1.50 3A 1.00     4  2016
   237.586     37.1931    237.59558     37.19523     0      0.08715      0.23086      0.00000         6.09         5.32 2A 1.00     4  2016
   237.589     37.1889    237.60177     37.19166     0      0.11869      0.28239      0.00000         7.40         1.47 3A 1.00     4  2016
   237.592     37.1849    237.60216     37.18912     0      0.08997      0.13373      0.04621         4.58         2.05 2A 0.81     4  2016
   237.595     37.1812    237.60342     37.18493     0      0.06484      0.18885      0.00000         6.60         0.98 2A 0.87     4  2016
   237.599     37.1780    237.60529     37.18290     0      0.10174      0.14246      0.06102         7.06         4.40  5 1.00     4  2016
   237.603     37.1753    237.60787     37.18296     0      0.11243      0.20143      0.02343        12.70         1.22 2A 0.78     4  2016
   237.607     37.1728    237.61290     37.18333     0      0.10235      0.19239      0.01231        11.94         1.57 2A 0.90     4  2016
   237.611     37.1700    237.61799     37.18177     0      0.11522      0.12885      0.10159         8.89         2.32 2A 1.00     4  2016
   237.615     37.1667    237.62475     37.17845     0      0.12422      0.14341      0.10503         5.00         1.88  5 1.00     4  2016
   237.619     37.1631    237.63354     37.17141     0      0.11015      0.25299      0.00000        15.62         1.46 2A 1.00     4  2016
   237.622     37.1595    237.63747     37.16412     0      0.03018      0.12137      0.00000         1.54         0.59 3A 1.00     4  2016
   237.625     37.1560    237.63914     37.16074     0      0.05656      0.14508      0.00000         8.03         6.65 3A 1.00     4  2016
   237.629     37.1523    237.64040     37.15461     0      0.08745      0.13860      0.03630         8.86         1.54 3A 1.00     4  2016
   237.632     37.1483    237.64052     37.15109     0      0.10309      0.15324      0.05294        11.79         2.46 3A 1.00     4  2016
   237.634     37.1440    237.64442     37.14902     2      0.59287          NaN          NaN         7.66         0.00 2A 0.69     4  2016
   237.636     37.1393    237.64748     37.14697     0      0.08410      0.15169      0.01651         9.33         1.41 2A 1.00     4  2016
   237.636     37.1344    237.64963     37.14520     0      0.09074      0.13777      0.04370         9.07         2.51 2A 1.00     4  2016
   237.636     37.1295    237.65630     37.14380     0      0.13280      0.24368      0.02193        10.75         3.12 2A 1.00     4  2016
   237.637     37.1246    237.66281     37.13183     2      0.28518          NaN          NaN        10.20         0.00 1A 0.70     4  2016
   237.638     37.1200    237.66273     37.12681     0      0.05884      0.08609      0.03160        10.67         3.19  5 1.00     4  2016
   237.641     37.1159    237.66262     37.12404     0      0.09753      0.17106      0.02400         8.56         3.10  5 1.00     4  2016
   237.644     37.1122    237.66169     37.12149     0      0.06074      0.08552      0.03597        12.27         2.26  5 0.94     4  2016
   237.648     37.1087    237.66190     37.11888     0      0.07948      0.16194      0.00000        10.34         2.34 2A 0.93     4  2016
   237.651     37.1053    237.66431     37.11788     0      0.07383      0.15167      0.00000         6.31         1.41 2A 0.90     4  2016
   237.663     37.0968    237.67064     37.11390     0      0.06127      0.12003      0.00252         9.26         2.60  5 1.00     4  2016
   237.668     37.0960    237.67228     37.11328     0      0.06010      0.11365      0.00655         3.98         3.17 2A 1.00     4  2016
   237.673     37.0966    237.67417     37.11413     0      0.10069      0.20555      0.00000         4.86         3.11 2A 1.00     4  2016
   237.678     37.0973    237.68054     37.11665     2      1.79057          NaN          NaN         8.47        -0.00  5 0.73     4  2016
   237.683     37.0970    237.68730     37.11807     0      0.10600      0.19636      0.01565        14.86         2.46 3A 1.00     4  2016
   237.688     37.0957    237.69532     37.11513     0      0.11252      0.19169      0.03335        26.27         1.16  5 0.92     4  2016
   237.693     37.0947    237.70548     37.10831     0      0.09696      0.23661      0.00000        15.55         3.97 2A 1.00     4  2016
   237.697     37.0936    237.71220     37.10395     0      0.08889      0.09352      0.08426        10.60         2.66 6B 1.00     4  2016
   237.702     37.0920    237.71640     37.09976     0      0.06680      0.09825      0.03535        10.28         3.45 6B 1.00     4  2016
   237.707     37.0901    237.71917     37.09691     0      0.05493      0.09926      0.01059         5.16         2.17 2A 1.00     4  2016
   237.711     37.0872    237.72238     37.09359     0      0.02724      0.11342      0.00000         1.23         0.59 3A 1.00     4  2016
   237.714     37.0838    237.72460     37.08974     0      0.05931      0.09902      0.01959        17.87         4.18 2A 1.00     4  2016
   237.717     37.0802    237.72860     37.08571     0      0.08078      0.10649      0.05507        29.22         3.18 2A 1.00     4  2016
   237.721     37.0764    237.73203     37.08127     0      0.09148      0.11436      0.06860        29.26         5.59 3A 0.99     4  2016
   237.724     37.0727    237.73516     37.07808     0      0.09538      0.12506      0.06571        33.71         6.90 3A 1.00     4  2016
