%Beach characteristics derived from lidar surveys, compiled by USGS PCMSC on 20210120_1521
%iso_lon    %iso_lat    %sl_lon    %sl_lat    %dom_runup    %slope    %95_up  %95_low    %dhigh    %dlow    %esi    %runup_usefrac    %month    %year
   239.264     35.1501    239.25267     35.17788     0      0.05096      0.06043      0.04148        29.42         2.04 6B 1.00     4  2016
   239.269     35.1493    239.26646     35.17819     0      0.05719      0.08067      0.03370         5.73         3.87 1B 1.00     4  2016
   239.274     35.1484    239.27941     35.17526     0      0.11337      0.12880      0.09794        15.31         0.72 2A 0.86     4  2016
   239.279     35.1472    239.28926     35.17474     0      0.09774      0.23483      0.00000        17.67         1.55 2A 0.99     4  2016
   239.284     35.1460    239.29734     35.17245     2      1.32238          NaN          NaN         9.78        -0.00 2A 0.67     4  2016
   239.290     35.1449    239.30336     35.16888     0      0.11280      0.21025      0.01534        12.24         1.15 2A 0.81     4  2016
   239.295     35.1437    239.30906     35.16465     0      0.14245      0.21173      0.07316        23.29         1.75 3A 1.00     4  2016
   239.300     35.1424    239.31332     35.15945     0      0.12032      0.20833      0.03231        19.24         5.37 2A 0.96     4  2016
   239.305     35.1409    239.31639     35.15859     0      0.14508      0.20958      0.08058        12.14         1.79 1B 1.00     4  2016
   239.310     35.1392    239.32209     35.15609     0      0.12655      0.15543      0.09767         8.70         2.24 2A 1.00     4  2016
   239.315     35.1368    239.32550     35.15303     2      2.71762          NaN          NaN         8.96        -0.00 2A 0.64     4  2016
   239.320     35.1353    239.33280     35.15240     2      3.32501          NaN          NaN        15.35        -0.00  4 0.61     4  2016
   239.325     35.1338    239.34509     35.14969     0      0.13113      0.20476      0.05751        28.01         2.59 2A 1.00     4  2016
   239.330     35.1317    239.35224     35.14488     0      0.03632      0.05580      0.01683        21.47         3.14 3A 1.00     4  2016
   239.334     35.1284    239.35589     35.13930     0      0.03091      0.05790      0.00391         5.92         4.87 1B 1.00     4  2016
   239.338     35.1247    239.35928     35.13365     0      0.03879      0.06668      0.01090         3.82         2.12 3A 1.00     4  2016
   239.341     35.1210    239.36222     35.12777     0      0.03939      0.09364      0.00000         2.00         1.66 3A 1.00     4  2016
   239.345     35.1171    239.36430     35.12178     0      0.03092      0.06551      0.00000         3.18         2.02 3A 1.00     4  2016
   239.348     35.1126    239.36601     35.11659     0      0.06320      0.10458      0.02182         9.35         2.72 3A 1.00     4  2016
   239.348     35.1074    239.36746     35.11044     0      0.04909      0.13990      0.00000         9.90         2.77 3A 1.00     4  2016
   239.350     35.1026    239.36834     35.10508     0      0.02895      0.06077      0.00000         2.32         1.64 3A 1.00     4  2016
